,brgy_name,ADM4_PCODE,ADM4_REF,mun_name,ADM3_PCODE,prov_name,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,Shape_Leng,Shape_Area,AREA_SQKM,corn_farmers
135,Marobbob,PH0201504035,,Amulung,PH0201504,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.212528634,0.001556511,18.26344636,37
136,Masical,PH0201504036,,Amulung,PH0201504,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.120018261,0.000633713,7.435362081,41
137,Monte Alegre,PH0201504037,,Amulung,PH0201504,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.078533326,0.000366191,4.295282133,16
138,Nabbialan,PH0201504038,,Amulung,PH0201504,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.219182309,0.002344271,27.51674172,3
139,Nagsabaran,PH0201504039,,Amulung,PH0201504,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.108352198,0.000691387,8.113161115,10
140,Nangalasauan,PH0201504040,,Amulung,PH0201504,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.116533967,0.000753027,8.838981461,34
141,Nanuccauan,PH0201504041,,Amulung,PH0201504,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.052525454,0.000156118,1.83190187,16
142,Pacac-Grande,PH0201504042,,Amulung,PH0201504,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.071854633,0.000347329,4.075144601,2
143,Pacac-Peque?o,PH0201504043,Pacac-Pequeno,Amulung,PH0201504,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.053454141,0.000139543,1.637242583,7
144,Palacu,PH0201504044,,Amulung,PH0201504,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.0509633,0.000138348,1.623037485,14
145,Palayag,PH0201504045,,Amulung,PH0201504,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.108809249,0.000572018,6.712090765,9
146,Tana,PH0201504046,,Amulung,PH0201504,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.069767541,0.000181503,2.129560683,7
147,Unag,PH0201504047,,Amulung,PH0201504,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.11386203,0.00052319,6.139441012,21
148,Backiling,PH0201505001,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.103540027,0.000495338,5.796842766,
149,Bangag,PH0201505002,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.101703206,0.000566781,6.632890737,
150,Binalan,PH0201505003,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.173173907,0.001149703,13.45280575,1
151,Bisagu,PH0201505004,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.144732581,0.000946,11.06697998,
152,Bukig,PH0201505019,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.0592551,0.000228131,2.669441244,1
153,Bulala Norte,PH0201505020,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.044281041,0.000124341,1.454395441,
154,Bulala Sur,PH0201505021,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.056410014,0.000187237,2.190026304,
155,Caagaman,PH0201505022,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.113734347,0.00084283,9.861192068,1
156,Centro 1 (Pob.),PH0201505005,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.01421628,6.41584e-06,0.07505399,
157,Centro 10 (Pob.),PH0201505014,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.003721282,8.1102e-07,0.009487466,
158,Centro 11 (Pob.),PH0201505015,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.003824124,8.9558e-07,0.010476729,
159,Centro 12 (Pob.),PH0201505016,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.003477404,7.3901e-07,0.008645161,
160,Centro 13 (Pob.),PH0201505017,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.007103037,2.89725e-06,0.033892858,
161,Centro 14 (Pob.),PH0201505018,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.009112663,4.11824e-06,0.04817706,
162,Centro 15 (Pob.),PH0201505023,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.006231927,1.94984e-06,0.022810005,
163,Centro 2 (Pob.),PH0201505006,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.030144728,1.580254e-05,0.184863038,
164,Centro 3 (Pob.),PH0201505007,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.003790543,7.5104e-07,0.008785797,
165,Centro 4 (Pob.),PH0201505008,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.003990137,9.4407e-07,0.011043928,
166,Centro 5 (Pob.),PH0201505009,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.00406798,1.02698e-06,0.012013983,
167,Centro 6 (Pob.),PH0201505010,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.003960431,8.7764e-07,0.010266835,
168,Centro 7 (Pob.),PH0201505011,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.004244095,1.03529e-06,0.012111118,
169,Centro 8 (Pob.),PH0201505012,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.004596879,1.24351e-06,0.014546916,
170,Centro 9 (Pob.),PH0201505013,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.032880972,2.145337e-05,0.250971332,1
171,Dodan,PH0201505024,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.102714775,0.000534952,6.259159509,
172,Fuga Island,PH0201505025,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.702233444,0.008645281,100.8371189,11
173,Gaddang,PH0201505026,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.118719122,0.000395957,4.632463111,
174,Linao,PH0201505027,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.116727912,0.0003438,4.02158141,
175,Mabanguc,PH0201505028,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.078942977,0.000311167,3.64148852,17
176,Macanaya (Pescaria),PH0201505029,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.058681463,0.000184158,2.15446305,
177,Maura,PH0201505030,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.131898781,0.000341272,3.992500764,
178,Minanga,PH0201505031,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.030013862,4.246661e-05,0.496800094,
179,Navagan,PH0201505032,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.142452334,0.001043255,12.20432211,
180,Paddaya,PH0201505033,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.204508529,0.00149449,17.48754567,
181,Paruddun Norte,PH0201505034,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.10678467,0.000551147,6.449508261,12
182,Paruddun Sur,PH0201505035,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.124109677,0.000559237,6.544138467,25
183,Plaza,PH0201505036,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.09611747,0.00038938,4.556370024,
184,Punta,PH0201505037,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.027739632,2.801146e-05,0.32768008,
185,San Antonio,PH0201505038,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.017679923,1.482455e-05,0.173419264,
186,Sanja,PH0201505041,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.100853764,0.000551507,6.452775394,
187,Tallungan,PH0201505039,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.142748529,0.000545131,6.377990144,
188,Toran,PH0201505040,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.141431974,0.000922636,10.79575033,
189,Zinarag,PH0201505042,,Aparri,PH0201505,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.153637677,0.000857048,10.02850759,
190,Adaoag,PH0201506001,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.13643664,0.000939318,11.01683512,43
191,Agaman (Proper),PH0201506002,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.097198202,0.000281523,3.299865273,15
192,Agaman Norte,PH0201506047,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.087646126,0.00037968,4.449811447,11
193,Agaman Sur,PH0201506048,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.095302801,0.000353807,4.146966671,11
194,Alba,PH0201506003,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.226888804,0.002366009,27.73490218,28
195,Annayatan,PH0201506004,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.07508132,0.000225668,2.646630522,30
196,Asassi,PH0201506005,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.18411186,0.00121822,14.2879488,52
197,Asinga-Via,PH0201506006,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.428873985,0.004054246,47.55915636,35
198,Awallan,PH0201506007,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.417801594,0.002876569,33.73187626,14
199,Bacagan,PH0201506008,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.155256695,0.000867358,10.1747639,22
200,Bagunot,PH0201506009,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.076643187,0.000270759,3.174627841,15
201,Barsat East,PH0201506011,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.065389116,0.000121838,1.42862655,26
202,Barsat West,PH0201506012,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.154657288,0.000928184,10.88352587,13
203,Bitag Grande,PH0201506013,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.171379682,0.001085,12.72495813,35
204,Bitag Peque?o,PH0201506014,Bitag Pequeno,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.189070778,0.001681274,19.72506463,33
205,Bunugan,PH0201506015,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.139709257,0.001030306,12.0780922,35
206,C. Verzosa (Valley Cove),PH0201506049,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.355701452,0.003205862,37.57476974,13
207,Canagatan,PH0201506016,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.200085519,0.001000389,11.73151421,13
208,Carupian,PH0201506017,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.220098166,0.002362089,27.69124018,45
209,Catugay,PH0201506018,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.112251305,0.000537441,6.30206687,11
210,Dabbac Grande,PH0201506020,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.045783468,0.000113414,1.330302038,6
211,Dalin,PH0201506021,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.085271862,0.000304004,3.563787856,20
212,Dalla,PH0201506022,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.072969362,0.000199856,2.343290096,25
213,Hacienda Intal,PH0201506023,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.477388437,0.006987514,81.95252608,80
214,Ibulo,PH0201506024,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.074927662,0.00021878,2.565205751,14
215,Imurung,PH0201506025,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.083258594,0.000418913,4.914436382,58
216,J. Pallagao,PH0201506026,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.148592714,0.000629878,7.383737488,9
217,Lasilat,PH0201506027,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.064896809,0.000260209,3.051558914,20
218,Mabini,PH0201506046,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.136788979,0.0008729,10.24076353,22
219,Masical,PH0201506028,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.107623269,0.000480872,5.639147417,70
220,Mocag,PH0201506029,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.211174064,0.001402965,16.45694713,48
221,Nangalinan,PH0201506030,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.072802534,0.00028268,3.314918615,32
222,Poblacion (Centro),PH0201506019,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.088099518,0.000272048,3.190028716,45
223,Remus,PH0201506031,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.2333171,0.001066705,12.50473084,43
224,San Antonio,PH0201506032,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.17447364,0.001453479,17.04069296,13
225,San Francisco,PH0201506033,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.074527003,0.000329068,3.860136896,20
226,San Isidro,PH0201506034,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.06819548,0.000205302,2.407671719,20
227,San Jose,PH0201506035,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.101010901,0.000289188,3.391807327,26
228,San Miguel,PH0201506036,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.373867913,0.003748005,43.97364187,48
229,San Vicente,PH0201506037,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.166176817,0.001520836,17.83254908,7
230,Santa Margarita,PH0201506038,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,1.072814475,0.028301546,331.8625577,28
231,Santor,PH0201506039,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.07784626,0.000235836,2.766045955,20
232,Taguing,PH0201506040,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.119788838,0.000590746,6.926599637,104
233,Taguntungan,PH0201506041,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.185583421,0.001447241,16.96845775,32
234,Tallang,PH0201506042,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.111117353,0.00050875,5.964942943,34
235,Taytay,PH0201506044,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.149728514,0.000811326,9.514469477,38
236,Temblique,PH0201506043,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.05546656,0.000171366,2.009609167,23
237,Tungel,PH0201506045,,Baggao,PH0201506,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.058676379,0.000179934,2.11054161,9
238,Ammubuan,PH0201507001,,Ballesteros,PH0201507,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.063792439,0.000174056,2.035729642,
239,Baran,PH0201507002,,Ballesteros,PH0201507,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.170487806,0.001552159,18.15464049,
240,Cabaritan East,PH0201507003,,Ballesteros,PH0201507,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.080130035,0.000227789,2.663846077,1
241,Cabaritan West,PH0201507004,,Ballesteros,PH0201507,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.102795364,0.000441406,5.161836432,1
242,Cabayu,PH0201507005,,Ballesteros,PH0201507,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.10320825,0.000565511,6.618322275,2
243,Cabuluan East,PH0201507006,,Ballesteros,PH0201507,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.062086641,0.000143616,1.679559623,
244,Cabuluan West,PH0201507007,,Ballesteros,PH0201507,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.065211382,0.000174484,2.040510195,
245,Centro East (Pob.),PH0201507008,,Ballesteros,PH0201507,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.063593898,0.000163208,1.908726146,
246,Centro West (Pob.),PH0201507009,,Ballesteros,PH0201507,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.059109977,0.000124742,1.458850013,
247,Fugu,PH0201507010,,Ballesteros,PH0201507,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.1468742,0.001171693,13.70862119,2
248,Mabuttal East,PH0201507012,,Ballesteros,PH0201507,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.089157839,0.000357637,4.183347947,
249,Mabuttal West,PH0201507013,,Ballesteros,PH0201507,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.121406102,0.000457239,5.348309785,
250,Nararagan,PH0201507014,,Ballesteros,PH0201507,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.164248543,0.00120811,14.13615335,1
251,Palloc,PH0201507015,,Ballesteros,PH0201507,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.082559447,0.00037967,4.440654739,
252,Payagan East,PH0201507017,,Ballesteros,PH0201507,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.112742412,0.000629868,7.368107464,
253,Payagan West,PH0201507018,,Ballesteros,PH0201507,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.089867089,0.000407107,4.76210273,
