province,municipality,cropname,rsba_crop_record_count,rsba_crop_area_ha
CAGAYAN,APARRI,Dogs and cats,3,0
CAGAYAN,APARRI,Ducks,384,0
CAGAYAN,APARRI,Geese,24,0
CAGAYAN,APARRI,Goats,115,0
CAGAYAN,APARRI,Kalamansi,6,5.55
CAGAYAN,APARRI,Lemon,3,1.5
CAGAYAN,APARRI,Lime (Calamansi),8,7.35
CAGAYAN,APARRI,Mandarin (dalanghita),5,3.9
CAGAYAN,APARRI,Mango,1,2
CAGAYAN,APARRI,Mongo (Mung Bean),14,7.25
CAGAYAN,APARRI,Other animals (e.g.,16,0
CAGAYAN,APARRI,Other Fish,12,3.53
CAGAYAN,APARRI,Other fruit-bearing trees and vines,4,1.5
CAGAYAN,APARRI,Other fruit-bearing vegetables,16,6.3
CAGAYAN,APARRI,Other leafy vegetables,20,6.05
CAGAYAN,APARRI,Other poultry,2,0
CAGAYAN,APARRI,Pigeons,2,0
CAGAYAN,APARRI,Pigs or swine,307,0
CAGAYAN,APARRI,Pineapple,27,28.7
CAGAYAN,APARRI,Rabbits and hares,3,0
CAGAYAN,APARRI,Rice/Palay,5607,9357.9
CAGAYAN,APARRI,Sheep,7,0
CAGAYAN,APARRI,Swan,3,0
CAGAYAN,APARRI,Tilapia,5,0.26
CAGAYAN,APARRI,Tugi,1,0.25
CAGAYAN,APARRI,Turkeys,25,0
CAGAYAN,BAGGAO,Ampalaya,3,1.1
CAGAYAN,BAGGAO,Banana,131,116.98
CAGAYAN,BAGGAO,Beans - dry,4,0.43
CAGAYAN,BAGGAO,Buffaloes (Carabaos),3354,0
CAGAYAN,BAGGAO,Bush Sitao,1,0
CAGAYAN,BAGGAO,Cacao,7,4.66
CAGAYAN,BAGGAO,Cassava (kamoteng kahoy),2,0.16
CAGAYAN,BAGGAO,Cattle,32,0
CAGAYAN,BAGGAO,Chickens,4410,0
CAGAYAN,BAGGAO,Coconut,13,10.41
CAGAYAN,BAGGAO,Coffee arabica,1,0.25
CAGAYAN,BAGGAO,Corn,10960,20264.93
CAGAYAN,BAGGAO,crops for seed and seedling,1,0.5
CAGAYAN,BAGGAO,Dogs and cats,177,0
CAGAYAN,BAGGAO,Ducks,2114,0
CAGAYAN,BAGGAO,Eggplant (talong),3,0.05
CAGAYAN,BAGGAO,"Forage grass (sacate, alfalfa, green corn stalk)",3,6.3
CAGAYAN,BAGGAO,Geese,58,0
CAGAYAN,BAGGAO,Goats,190,0
CAGAYAN,BAGGAO,Green corn,2,2
CAGAYAN,BAGGAO,Guyabano,1,0.5
CAGAYAN,BAGGAO,Hito/Catfish,6,2.7
CAGAYAN,BAGGAO,Horses,12,0
CAGAYAN,BAGGAO,Kapigid,1,1
CAGAYAN,BAGGAO,Lime (Calamansi),2,0.5
CAGAYAN,BAGGAO,Mandarin (dalanghita),1,0
CAGAYAN,BAGGAO,Mango,4,1.12
CAGAYAN,BAGGAO,Mongo (Mung Bean),4,1.5
CAGAYAN,BAGGAO,Other animals (e.g.,9,0
CAGAYAN,BAGGAO,Other Fish,38,5.35
CAGAYAN,BAGGAO,Other fruit-bearing trees and vines,8,13.16
CAGAYAN,BAGGAO,Other fruit-bearing vegetables,57,22.11
CAGAYAN,BAGGAO,Other leafy vegetables,53,17.21
CAGAYAN,BAGGAO,Other poultry,8,0
CAGAYAN,BAGGAO,Peanuts,3,1.75
CAGAYAN,BAGGAO,Pigeons,5,0
CAGAYAN,BAGGAO,Pigs or swine,2943,0
CAGAYAN,BAGGAO,Pineapple,2,1.74
CAGAYAN,BAGGAO,Rabbits and hares,14,0
CAGAYAN,BAGGAO,Rice/Palay,9149,10511.29
CAGAYAN,BAGGAO,Rubber,1,1
CAGAYAN,BAGGAO,Sheep,9,0
CAGAYAN,BAGGAO,String beans - harvested green (sitao),2,0.75
CAGAYAN,BAGGAO,Tiger Grass,1,0.25
CAGAYAN,BAGGAO,Tilapia,30,3.45
CAGAYAN,BAGGAO,Tobacco (native),5,2.25
CAGAYAN,BAGGAO,Turkeys,76,0
CAGAYAN,BAGGAO,Water melon,1,0.5
CAGAYAN,BALLESTEROS,Ampalaya,3,3.7
CAGAYAN,BALLESTEROS,Avocado,30,8.78
CAGAYAN,BALLESTEROS,Banana,240,116.45
CAGAYAN,BALLESTEROS,Beans - dry,1,0.02
CAGAYAN,BALLESTEROS,Betel Nut (Nga-nga),3,0.63
CAGAYAN,BALLESTEROS,Buffaloes (Carabaos),286,0
CAGAYAN,BALLESTEROS,Cacao,5,1.49
CAGAYAN,BALLESTEROS,Cassava (kamoteng kahoy),16,5.95
CAGAYAN,BALLESTEROS,Cattle,241,0
CAGAYAN,BALLESTEROS,Chickens,563,0
CAGAYAN,BALLESTEROS,Chico,2,2.92
CAGAYAN,BALLESTEROS,Citronella,3,9.25
CAGAYAN,BALLESTEROS,Coconut,356,220.46
CAGAYAN,BALLESTEROS,Coffee - other varieties,3,3
CAGAYAN,BALLESTEROS,Corn,31,33.98
CAGAYAN,BALLESTEROS,Dogs and cats,1,0
CAGAYAN,BALLESTEROS,Dragon Fruit,29,4.85
CAGAYAN,BALLESTEROS,Ducks,235,0
CAGAYAN,BALLESTEROS,Eggplant (talong),2,0.02
CAGAYAN,BALLESTEROS,Gabi tubers,6,1.33
CAGAYAN,BALLESTEROS,Geese,11,0
CAGAYAN,BALLESTEROS,Goats,68,0
CAGAYAN,BALLESTEROS,Grapes (ubas),1,0
CAGAYAN,BALLESTEROS,Guyabano,3,1.3
CAGAYAN,BALLESTEROS,Horses,2,0
CAGAYAN,BALLESTEROS,Kalamansi,21,14.15
CAGAYAN,BALLESTEROS,Lanzones,5,2.59
CAGAYAN,BALLESTEROS,Lime (Calamansi),25,18.21
CAGAYAN,BALLESTEROS,Mandarin (dalanghita),201,143.11
CAGAYAN,BALLESTEROS,Mango,33,9.57
CAGAYAN,BALLESTEROS,Okra,1,0
CAGAYAN,BALLESTEROS,Other crops for fiber production,1,1
CAGAYAN,BALLESTEROS,Other Fish,2,3.13
CAGAYAN,BALLESTEROS,Other fruit-bearing trees and vines,26,25.1
CAGAYAN,BALLESTEROS,Other fruit-bearing vegetables,95,81.37
CAGAYAN,BALLESTEROS,Other industrial crops,32,39
CAGAYAN,BALLESTEROS,Other leafy vegetables,2,0.37
CAGAYAN,BALLESTEROS,Other poultry,3,0
CAGAYAN,BALLESTEROS,Pigs or swine,321,0
CAGAYAN,BALLESTEROS,Pineapple,32,19.75
CAGAYAN,BALLESTEROS,Pomelo (suha),1,0.03
CAGAYAN,BALLESTEROS,Potato (patatas),1,0.05
CAGAYAN,BALLESTEROS,Rabbits and hares,1,0
CAGAYAN,BALLESTEROS,Rambutan,44,14.35
CAGAYAN,BALLESTEROS,Rice/Palay,3237,6139.97
CAGAYAN,BALLESTEROS,Santol,19,4.92
CAGAYAN,BALLESTEROS,Sheep,9,0
CAGAYAN,BALLESTEROS,Squash (kalabasa),1,0.02
CAGAYAN,BALLESTEROS,Tilapia,5,6.02
CAGAYAN,BALLESTEROS,Tomato (kamatis),1,0.02
CAGAYAN,BALLESTEROS,Turkeys,47,0
CAGAYAN,BALLESTEROS,Ube,1,0.05
CAGAYAN,BUGUEY,Banana,8,7.87
CAGAYAN,BUGUEY,Bangus,1,1
CAGAYAN,BUGUEY,Buffaloes (Carabaos),144,0
CAGAYAN,BUGUEY,Cassava (kamoteng kahoy),8,11.6
CAGAYAN,BUGUEY,Cattle,72,0
CAGAYAN,BUGUEY,Chickens,269,0
CAGAYAN,BUGUEY,Citronella,1,1
CAGAYAN,BUGUEY,Coconut,5,4.5
CAGAYAN,BUGUEY,Corn,668,1274.02
CAGAYAN,BUGUEY,Cowpea,1,1
CAGAYAN,BUGUEY,Ducks,128,0
CAGAYAN,BUGUEY,Eggplant (talong),4,3.25
CAGAYAN,BUGUEY,Geese,2,0
CAGAYAN,BUGUEY,Goats,22,0
CAGAYAN,BUGUEY,Horses,1,0
CAGAYAN,BUGUEY,Lime (Calamansi),1,0.5
CAGAYAN,BUGUEY,Mango,1,0.5
CAGAYAN,BUGUEY,Mongo (Mung Bean),1,0.4
CAGAYAN,BUGUEY,Other animals (e.g.,5,0
CAGAYAN,BUGUEY,Other Fish,90,118.91
CAGAYAN,BUGUEY,Other fruit-bearing vegetables,4,3.16
CAGAYAN,BUGUEY,Other leafy vegetables,4,1.52
CAGAYAN,BUGUEY,Other leguminous plants,1,0.25
CAGAYAN,BUGUEY,Other poultry,1,0
CAGAYAN,BUGUEY,Peanuts,1,0.4
CAGAYAN,BUGUEY,Pigeons,2,0
CAGAYAN,BUGUEY,Pigs or swine,172,0
CAGAYAN,BUGUEY,Rice/Palay,3450,5412.56
CAGAYAN,BUGUEY,Sheep,2,0
CAGAYAN,BUGUEY,Tilapia,14,27.13
CAGAYAN,BUGUEY,Turkeys,5,0
CAGAYAN,CALAYAN,Banana,240,155.03
CAGAYAN,CALAYAN,Beans - dry,2,0.25
CAGAYAN,CALAYAN,Black pepper,2,0.35
CAGAYAN,CALAYAN,Broccoli,1,2
CAGAYAN,CALAYAN,Buffaloes (Carabaos),622,0
CAGAYAN,CALAYAN,Bush Sitao,2,0.11
CAGAYAN,CALAYAN,Camote,5,0.35
CAGAYAN,CALAYAN,Cassava (kamoteng kahoy),10,0.73
CAGAYAN,CALAYAN,Cattle,27,0
CAGAYAN,CALAYAN,Chickens,1123,0
CAGAYAN,CALAYAN,Coconut,711,754.87
CAGAYAN,CALAYAN,Coffee - other varieties,1,0.08
CAGAYAN,CALAYAN,Corn,1050,820.38
CAGAYAN,CALAYAN,Dogs and cats,3,0
CAGAYAN,CALAYAN,Dragon Fruit,1,0.09
CAGAYAN,CALAYAN,Ducks,94,0
CAGAYAN,CALAYAN,Eggplant (talong),15,1.8
CAGAYAN,CALAYAN,Garlic (bawang),9,0.39
CAGAYAN,CALAYAN,Geese,4,0
CAGAYAN,CALAYAN,Ginger (luya),21,7.87
CAGAYAN,CALAYAN,Goats,201,0
CAGAYAN,CALAYAN,Horses,14,0
CAGAYAN,CALAYAN,Kalamansi,1,0.5
CAGAYAN,CALAYAN,Mango,2,0.38
CAGAYAN,CALAYAN,Mongo (Mung Bean),2,0.37
CAGAYAN,CALAYAN,Okra,4,0.25
CAGAYAN,CALAYAN,Onion bulbs (sibuyas),12,0.47
CAGAYAN,CALAYAN,Other crops for fiber production,7,1.57
CAGAYAN,CALAYAN,Other Fish,3,0.43
CAGAYAN,CALAYAN,Other fruit-bearing trees and vines,3,0.35
CAGAYAN,CALAYAN,Other fruit-bearing vegetables,282,48.51
CAGAYAN,CALAYAN,Other herbs and spices,1,0.25
CAGAYAN,CALAYAN,Other industrial crops,33,10.71
CAGAYAN,CALAYAN,Other leafy vegetables,46,8.78
CAGAYAN,CALAYAN,Other leguminous plants,73,8.79
CAGAYAN,CALAYAN,Other poultry,2,0
CAGAYAN,CALAYAN,Other spices,1,0
CAGAYAN,CALAYAN,Other tubers - roots and bulbs,19,3.64
CAGAYAN,CALAYAN,Patola,1,0.25
CAGAYAN,CALAYAN,Peanuts,16,4.11
CAGAYAN,CALAYAN,Pechay,8,0.39
CAGAYAN,CALAYAN,Pepper - small green,1,0.15
CAGAYAN,CALAYAN,Pigs or swine,945,0
CAGAYAN,CALAYAN,Pineapple,2,0.7
CAGAYAN,CALAYAN,Quail,2,0
CAGAYAN,CALAYAN,Rice/Palay,1733,991.79
CAGAYAN,CALAYAN,Sheep,8,0
CAGAYAN,CALAYAN,Squash (kalabasa),2,0
CAGAYAN,CALAYAN,String beans - harvested green (sitao),2,0
CAGAYAN,CALAYAN,Taro,2,0
CAGAYAN,CALAYAN,Tigre grass,1,0
CAGAYAN,CALAYAN,Tomato (kamatis),4,0.11
CAGAYAN,CALAYAN,Turkeys,4,0
CAGAYAN,CALAYAN,Water melon,1,0.5
CAGAYAN,CAMALANIUGAN,Avocado,1,0
CAGAYAN,CAMALANIUGAN,Banana,3,2
CAGAYAN,CAMALANIUGAN,Buffaloes (Carabaos),103,0
CAGAYAN,CAMALANIUGAN,Cabbage (repolyo),1,0.5
CAGAYAN,CAMALANIUGAN,Cassava (kamoteng kahoy),1,1
CAGAYAN,CAMALANIUGAN,Cattle,12,0
CAGAYAN,CAMALANIUGAN,Chickens,174,0
CAGAYAN,CAMALANIUGAN,Coconut,4,5.57
CAGAYAN,CAMALANIUGAN,Corn,230,356.07
CAGAYAN,CAMALANIUGAN,Dogs and cats,1,0
CAGAYAN,CAMALANIUGAN,Ducks,86,0
CAGAYAN,CAMALANIUGAN,Geese,4,0
CAGAYAN,CAMALANIUGAN,Ginger (luya),2,0.4
CAGAYAN,CAMALANIUGAN,Goats,12,0
CAGAYAN,CAMALANIUGAN,Green Beans (Baguio Beans),1,0.3
CAGAYAN,CAMALANIUGAN,Lime (Calamansi),1,0.5
CAGAYAN,CAMALANIUGAN,Luyang dilaw,1,0.2
CAGAYAN,CAMALANIUGAN,Mandarin (dalanghita),2,2.2
CAGAYAN,CAMALANIUGAN,Mango,1,0
CAGAYAN,CAMALANIUGAN,Okra,2,0.38
CAGAYAN,CAMALANIUGAN,Other Fish,1,0.03
CAGAYAN,CAMALANIUGAN,Other fruit-bearing trees and vines,1,0.25
CAGAYAN,CAMALANIUGAN,Other fruit-bearing vegetables,9,8.37
CAGAYAN,CAMALANIUGAN,Other leafy vegetables,1,0.6
CAGAYAN,CAMALANIUGAN,Pigs or swine,51,0
CAGAYAN,CAMALANIUGAN,Pineapple,2,7.44
CAGAYAN,CAMALANIUGAN,Rabbits and hares,1,0
CAGAYAN,CAMALANIUGAN,Rice/Palay,2838,5106.22
CAGAYAN,CAMALANIUGAN,Sheep,1,0
CAGAYAN,CAMALANIUGAN,String beans - harvested green (sitao),1,0.2
CAGAYAN,CAMALANIUGAN,Taro,1,0.15
CAGAYAN,CAMALANIUGAN,Turkeys,10,0
CAGAYAN,CLAVERIA,Abaca,1,0.15
CAGAYAN,CLAVERIA,Ampalaya,1,0.25
CAGAYAN,CLAVERIA,Avocado,1,0
CAGAYAN,CLAVERIA,Balimbing,1,0
CAGAYAN,CLAVERIA,Banana,68,10.98
CAGAYAN,CLAVERIA,Broccoli,1,0.5
CAGAYAN,CLAVERIA,Buffaloes (Carabaos),144,0
CAGAYAN,CLAVERIA,Cacao,9,9.5
CAGAYAN,CLAVERIA,Camote,1,0.1
CAGAYAN,CLAVERIA,Cassava (kamoteng kahoy),5,0.7
CAGAYAN,CLAVERIA,Cattle,218,0
CAGAYAN,CLAVERIA,Chickens,594,0
CAGAYAN,CLAVERIA,Chico,1,0
CAGAYAN,CLAVERIA,Citronella,1,3.75
CAGAYAN,CLAVERIA,Coconut,146,141.19
CAGAYAN,CLAVERIA,Coffee - other varieties,19,17.24
CAGAYAN,CLAVERIA,Corn,19,17.98
CAGAYAN,CLAVERIA,Dogs and cats,1,0
CAGAYAN,CLAVERIA,Dragon Fruit,5,0.3
CAGAYAN,CLAVERIA,Ducks,179,0
CAGAYAN,CLAVERIA,Eggplant (talong),1,0.02
CAGAYAN,CLAVERIA,Geese,5,0
CAGAYAN,CLAVERIA,Gemilina,1,0
CAGAYAN,CLAVERIA,Goats,48,0
CAGAYAN,CLAVERIA,Herbal/medicinal plants (banaba),2,0
CAGAYAN,CLAVERIA,Hito/Catfish,9,0.23
CAGAYAN,CLAVERIA,Kalamansi,3,0.3
CAGAYAN,CLAVERIA,Lanzones,2,0.25
CAGAYAN,CLAVERIA,Lime (Calamansi),2,0.01
CAGAYAN,CLAVERIA,Mahogany,1,0
CAGAYAN,CLAVERIA,Mandarin (dalanghita),9,0.8
CAGAYAN,CLAVERIA,Mango,1,3.75
CAGAYAN,CLAVERIA,Medicinal plants,1,0
CAGAYAN,CLAVERIA,Mulberry,1,3
CAGAYAN,CLAVERIA,Other Fish,21,0.53
CAGAYAN,CLAVERIA,Other fruit-bearing trees and vines,6,1.14
CAGAYAN,CLAVERIA,Other fruit-bearing vegetables,59,11.55
CAGAYAN,CLAVERIA,Other leafy vegetables,23,2.82
CAGAYAN,CLAVERIA,Other poultry,1,0
CAGAYAN,CLAVERIA,Papaya,1,0
CAGAYAN,CLAVERIA,Pigs or swine,338,0
CAGAYAN,CLAVERIA,Pineapple,3,1.2
CAGAYAN,CLAVERIA,Pomelo (suha),3,0.75
CAGAYAN,CLAVERIA,Potato (patatas),1,0.02
CAGAYAN,CLAVERIA,Rabbits and hares,1,0
CAGAYAN,CLAVERIA,Rambutan,11,4.9
CAGAYAN,CLAVERIA,Rice/Palay,3515,3820.91
CAGAYAN,CLAVERIA,Sheep,3,0
CAGAYAN,CLAVERIA,Taro,1,0.02
CAGAYAN,CLAVERIA,Tilapia,13,1.34
CAGAYAN,CLAVERIA,Tugi,1,0.1
CAGAYAN,CLAVERIA,Turkeys,21,0
CAGAYAN,ENRILE,Banana,1,0.7
CAGAYAN,ENRILE,Beans - dry,1,0.5
CAGAYAN,ENRILE,Buffaloes (Carabaos),150,0
CAGAYAN,ENRILE,Cacao,1,1.5
CAGAYAN,ENRILE,Cassava (kamoteng kahoy),1,1.1
CAGAYAN,ENRILE,Cattle,292,0
CAGAYAN,ENRILE,Chickens,113,0
CAGAYAN,ENRILE,Coconut,1,2.5
CAGAYAN,ENRILE,Corn,1963,2614.73
CAGAYAN,ENRILE,Dogs and cats,3,0
CAGAYAN,ENRILE,Ducks,59,0
CAGAYAN,ENRILE,"Forage grass (sacate, alfalfa, green corn stalk)",1,0.6
CAGAYAN,ENRILE,Geese,3,0
CAGAYAN,ENRILE,Goats,27,0
CAGAYAN,ENRILE,Green corn,2,1
CAGAYAN,ENRILE,Horses,18,0
CAGAYAN,ENRILE,Mango,3,1.31
CAGAYAN,ENRILE,Mongo (Mung Bean),6,2.8
CAGAYAN,ENRILE,Other animals (e.g.,7,0
CAGAYAN,ENRILE,Other Fish,4,2.42
CAGAYAN,ENRILE,Other fruit-bearing trees and vines,4,8.32
CAGAYAN,ENRILE,Other fruit-bearing vegetables,27,8.99
CAGAYAN,ENRILE,Other leafy vegetables,19,9.91
CAGAYAN,ENRILE,Other poultry,1,0
CAGAYAN,ENRILE,Peanuts,224,110.45
CAGAYAN,ENRILE,Pigeons,1,0
CAGAYAN,ENRILE,Pigs or swine,84,0
CAGAYAN,ENRILE,Rabbits and hares,1,0
CAGAYAN,ENRILE,Rice/Palay,2743,4901.95
CAGAYAN,ENRILE,String beans - harvested green (sitao),1,0.5
CAGAYAN,ENRILE,Sugarcane,3,11.01
CAGAYAN,ENRILE,Tilapia,2,0.9
CAGAYAN,ENRILE,Turkeys,7,0
CAGAYAN,GATTARAN,Ampalaya,2,0.35
CAGAYAN,GATTARAN,Avocado,2,0.85
CAGAYAN,GATTARAN,Banana,179,216.44
CAGAYAN,GATTARAN,Beans - dry,2,0.7
CAGAYAN,GATTARAN,Bermuda Grass,1,1.49
CAGAYAN,GATTARAN,Buffaloes (Carabaos),330,0
CAGAYAN,GATTARAN,Cacao,4,19.5
CAGAYAN,GATTARAN,Cantaloupes- honey dew and other melon varieties,1,1
CAGAYAN,GATTARAN,Cassava (kamoteng kahoy),3,6
CAGAYAN,GATTARAN,Cattle,41,0
CAGAYAN,GATTARAN,Chickens,171,0
CAGAYAN,GATTARAN,Coconut,52,101.39
CAGAYAN,GATTARAN,Coffee - other varieties,1,1
CAGAYAN,GATTARAN,Corn,5776,9589.06
CAGAYAN,GATTARAN,Cotton,1,0.15
CAGAYAN,GATTARAN,crops for seed and seedling,1,0.5
CAGAYAN,GATTARAN,Cucumber (pipino),1,0.2
CAGAYAN,GATTARAN,Ducks,50,0
CAGAYAN,GATTARAN,Eggplant (talong),7,2.05
CAGAYAN,GATTARAN,"Forage grass (sacate, alfalfa, green corn stalk)",7,20.95
CAGAYAN,GATTARAN,Geese,1,0
CAGAYAN,GATTARAN,Gmelina Arborea,1,5
CAGAYAN,GATTARAN,Goats,33,0
CAGAYAN,GATTARAN,Green corn,1,1
CAGAYAN,GATTARAN,Hito/Catfish,1,0.08
CAGAYAN,GATTARAN,Horses,2,0
CAGAYAN,GATTARAN,Mandarin (dalanghita),2,0.5
CAGAYAN,GATTARAN,Mango,11,14.13
CAGAYAN,GATTARAN,Other crops for fiber production,1,1.6
CAGAYAN,GATTARAN,Other Fish,4,1.08
CAGAYAN,GATTARAN,Other fruit-bearing trees and vines,7,11.35
CAGAYAN,GATTARAN,Other fruit-bearing vegetables,28,18.21
CAGAYAN,GATTARAN,Other industrial crops,4,13.58
CAGAYAN,GATTARAN,Other leafy vegetables,13,26.6
CAGAYAN,GATTARAN,Other leguminous plants,2,0.69
CAGAYAN,GATTARAN,Other varieties of tobacco,6,2.09
CAGAYAN,GATTARAN,Patola,1,0.1
CAGAYAN,GATTARAN,Peanuts,1,0.12
CAGAYAN,GATTARAN,Pepper - small green,2,0.28
CAGAYAN,GATTARAN,Pepper - sweet,1,1.5
CAGAYAN,GATTARAN,Pigs or swine,142,0
CAGAYAN,GATTARAN,Pineapple,2,2
CAGAYAN,GATTARAN,Rambutan,1,0.5
CAGAYAN,GATTARAN,Rice/Palay,6826,8160.8
CAGAYAN,GATTARAN,Rubber,1,0.5
CAGAYAN,GATTARAN,Sheep,2,0
CAGAYAN,GATTARAN,String beans - harvested green (sitao),2,0.35
CAGAYAN,GATTARAN,Taro,2,9.5
CAGAYAN,GATTARAN,Tilapia,6,1.63
CAGAYAN,GATTARAN,Tobacco (native),21,8.28
CAGAYAN,GATTARAN,Tobacco (Virginia),1,0.34
CAGAYAN,GATTARAN,Tomato (kamatis),1,0.02
CAGAYAN,GATTARAN,Turkeys,2,0
CAGAYAN,GATTARAN,Water melon,10,10.75
CAGAYAN,GONZAGA,Avocado,1,0.25
CAGAYAN,GONZAGA,Bamboo (Kawayan),2,0.75
CAGAYAN,GONZAGA,Banana,12,6.39
CAGAYAN,GONZAGA,Beans - dry,4,1.1
CAGAYAN,GONZAGA,Bellpepper (Green/Red),1,0.01
CAGAYAN,GONZAGA,Bermuda Grass,1,0.5
CAGAYAN,GONZAGA,Buffaloes (Carabaos),1253,0
CAGAYAN,GONZAGA,Cacao,2,9
CAGAYAN,GONZAGA,Camote,1,0.25
CAGAYAN,GONZAGA,Camote tops (talbos ng kamote),1,0
CAGAYAN,GONZAGA,Cassava (kamoteng kahoy),5,5.75
CAGAYAN,GONZAGA,Cattle,864,0
CAGAYAN,GONZAGA,Chickens,1620,0
CAGAYAN,GONZAGA,Chico,1,0.03
CAGAYAN,GONZAGA,Coconut,16,17.95
CAGAYAN,GONZAGA,Coffee - other varieties,1,0.38
CAGAYAN,GONZAGA,Common gourd (upo),1,0
CAGAYAN,GONZAGA,Corn,2604,5466.98
CAGAYAN,GONZAGA,Cowpea,1,0
CAGAYAN,GONZAGA,crops for seed and seedling,2,0.13
CAGAYAN,GONZAGA,Cucumber (pipino),1,0.02
CAGAYAN,GONZAGA,Dogs and cats,1,0
CAGAYAN,GONZAGA,Dragon Fruit,3,0.47
CAGAYAN,GONZAGA,Ducks,712,0
CAGAYAN,GONZAGA,Durian,1,0.03
CAGAYAN,GONZAGA,Eggplant (talong),5,0.51
CAGAYAN,GONZAGA,"Forage grass (sacate, alfalfa, green corn stalk)",1,0.5
CAGAYAN,GONZAGA,Geese,19,0
CAGAYAN,GONZAGA,Ginger (luya),1,0.5
CAGAYAN,GONZAGA,Goats,224,0
CAGAYAN,GONZAGA,Guinea Fowls,4,0
CAGAYAN,GONZAGA,Hito/Catfish,2,0.29
CAGAYAN,GONZAGA,Horses,1,0
CAGAYAN,GONZAGA,Jackfruit,1,0.03
CAGAYAN,GONZAGA,Kalamansi,3,0.88
CAGAYAN,GONZAGA,Lemon,1,1.5
CAGAYAN,GONZAGA,Lettuce,2,0.02
CAGAYAN,GONZAGA,Lime (Calamansi),3,1.38
CAGAYAN,GONZAGA,Mandarin (dalanghita),3,0.9
CAGAYAN,GONZAGA,Mango,3,0.78
CAGAYAN,GONZAGA,Mongo (Mung Bean),2,1.5
CAGAYAN,GONZAGA,Mushroom,1,0
CAGAYAN,GONZAGA,Okra,1,0.01
CAGAYAN,GONZAGA,Other animals (e.g.,3,0
CAGAYAN,GONZAGA,Other Fish,69,6.7
CAGAYAN,GONZAGA,Other fruit-bearing trees and vines,8,9.1
CAGAYAN,GONZAGA,Other fruit-bearing vegetables,101,41.09
CAGAYAN,GONZAGA,Other industrial crops,3,1.38
CAGAYAN,GONZAGA,Other leafy vegetables,41,11.01
CAGAYAN,GONZAGA,Other poultry,3,0
CAGAYAN,GONZAGA,Patola,1,0.13
CAGAYAN,GONZAGA,Peanuts,7,3.17
CAGAYAN,GONZAGA,Pechay,1,0
CAGAYAN,GONZAGA,Pepper - small green,1,0.25
CAGAYAN,GONZAGA,Pigeons,12,0
CAGAYAN,GONZAGA,Pigs or swine,1028,0
CAGAYAN,GONZAGA,Pineapple,7,6.3
CAGAYAN,GONZAGA,Pomelo (suha),1,0.05
CAGAYAN,GONZAGA,Rabbits and hares,9,0
CAGAYAN,GONZAGA,Rambutan,1,0.03
CAGAYAN,GONZAGA,Rice/Palay,4287,5372.93
CAGAYAN,GONZAGA,Sheep,14,0
CAGAYAN,GONZAGA,Squash (kalabasa),2,0.26
CAGAYAN,GONZAGA,String beans - harvested green (sitao),2,0.35
CAGAYAN,GONZAGA,Sugarcane,3,11.27
CAGAYAN,GONZAGA,Tamarind (sampaloc),1,0.03
CAGAYAN,GONZAGA,Tiger Grass,1,0.5
CAGAYAN,GONZAGA,Tilapia,63,7.44
CAGAYAN,GONZAGA,Tomato (kamatis),1,0.13
CAGAYAN,GONZAGA,Turkeys,30,0
CAGAYAN,GONZAGA,Water melon,17,22.76
CAGAYAN,IGUIG,Ampalaya,8,3
CAGAYAN,IGUIG,Banana,2,1.25
CAGAYAN,IGUIG,Buffaloes (Carabaos),170,0
CAGAYAN,IGUIG,Cattle,17,0
CAGAYAN,IGUIG,Chickens,230,0
CAGAYAN,IGUIG,Coconut,3,15.21
CAGAYAN,IGUIG,Corn,1520,2638.34
CAGAYAN,IGUIG,Ducks,97,0
CAGAYAN,IGUIG,Eggplant (talong),4,1.22
CAGAYAN,IGUIG,"Forage grass (sacate, alfalfa, green corn stalk)",2,1.1
CAGAYAN,IGUIG,Geese,5,0
CAGAYAN,IGUIG,Goats,28,0
CAGAYAN,IGUIG,Hito/Catfish,1,0.01
CAGAYAN,IGUIG,Horses,2,0
CAGAYAN,IGUIG,Long Chili,1,0.08
CAGAYAN,IGUIG,Other Fish,3,0.28
CAGAYAN,IGUIG,Other fruit-bearing trees and vines,1,1.1
CAGAYAN,IGUIG,Other fruit-bearing vegetables,38,15.43
CAGAYAN,IGUIG,Other industrial crops,1,0.25
CAGAYAN,IGUIG,Other leafy vegetables,23,8.02
CAGAYAN,IGUIG,Other poultry,1,0
CAGAYAN,IGUIG,Peanuts,1,0.75
CAGAYAN,IGUIG,Pigeons,1,0
CAGAYAN,IGUIG,Pigs or swine,121,0
CAGAYAN,IGUIG,Pineapple,1,1
CAGAYAN,IGUIG,Quail,2,0
CAGAYAN,IGUIG,Rice/Palay,1855,1899.01
CAGAYAN,IGUIG,Sheep,3,0
CAGAYAN,IGUIG,Tilapia,2,0.11
CAGAYAN,IGUIG,Tobacco (native),1,0.5
CAGAYAN,IGUIG,Turkeys,8,0
CAGAYAN,IGUIG,Water melon,8,5.35
CAGAYAN,LAL LO,Ampalaya,1,0.85
CAGAYAN,LAL LO,Avocado,1,0.5
CAGAYAN,LAL LO,Banana,136,149.73
CAGAYAN,LAL LO,Beans - dry,1,0.5
CAGAYAN,LAL LO,Buffaloes (Carabaos),630,0
CAGAYAN,LAL LO,Cacao,1,0.5
CAGAYAN,LAL LO,Camote tops (talbos ng kamote),1,0.05
CAGAYAN,LAL LO,Cantaloupes- honey dew and other melon varieties,1,0.3
